no,num1,num2,num3,num4,num5,num6,binus,winning_1,winning_2,winning_3,winning_4,winning_5
497,19,20,23,24,43,44,13,"2,222,817,813.00","74,093,928.00","1,936,253.00","50,000.00","5,000.00"
498,13,14,24,32,39,41,3,"3,244,503,094.00","61,800,059.00","1,621,441.00","50,000.00","5,000.00"
499,5,20,23,27,35,40,43,"4,070,480,250.00","44,244,351.00","1,344,281.00","50,000.00","5,000.00"
500,3,4,12,20,24,34,41,"1,351,072,375.00","29,803,068.00","1,106,832.00","50,000.00","5,000.00"
501,1,4,10,17,31,42,2,"3,025,200,094.00","33,062,297.00","1,230,507.00","50,000.00","5,000.00"
502,6,22,28,32,34,40,26,"2,201,458,125.00","71,014,779.00","1,485,465.00","50,000.00","5,000.00"
503,1,5,27,30,34,36,40,"1,853,634,911.00","51,489,859.00","1,673,819.00","50,000.00","5,000.00"
504,6,14,22,26,43,44,31,"1,443,236,959.00","74,650,188.00","1,672,995.00","50,000.00","5,000.00"
505,7,20,22,25,38,40,44,"1,917,955,188.00","50,472,505.00","1,331,914.00","50,000.00","5,000.00"
506,6,9,11,22,24,30,31,"4,073,333,875.00","61,717,180.00","1,282,536.00","50,000.00","5,000.00"
507,12,13,32,33,40,41,4,"1,416,438,875.00","73,264,080.00","1,442,403.00","50,000.00","5,000.00"
508,5,27,31,34,35,43,37,"1,599,557,860.00","68,798,188.00","1,336,306.00","50,000.00","5,000.00"
509,12,25,29,35,42,43,24,"2,689,076,100.00","65,908,728.00","1,824,835.00","50,000.00","5,000.00"
510,12,29,32,33,39,40,42,"2,644,158,150.00","88,138,605.00","1,670,558.00","50,000.00","5,000.00"
511,3,7,14,23,26,42,24,"2,165,579,250.00","58,529,169.00","1,420,984.00","50,000.00","5,000.00"
512,4,5,9,13,26,27,1,"940,094,452.00","39,170,603.00","1,210,982.00","50,000.00","5,000.00"
513,5,8,21,23,27,33,12,"4,589,624,750.00","42,496,526.00","1,411,324.00","50,000.00","5,000.00"
514,1,15,20,26,35,42,9,"4,451,055,500.00","61,820,216.00","1,634,015.00","50,000.00","5,000.00"
515,2,11,12,15,23,37,8,"13,200,466,875.00","62,859,367.00","1,517,296.00","50,000.00","5,000.00"
516,2,8,23,41,43,44,30,"1,294,190,182.00","74,146,313.00","1,773,305.00","50,000.00","5,000.00"
517,1,9,12,28,36,41,10,"2,659,057,725.00","55,397,036.00","1,484,181.00","50,000.00","5,000.00"
518,14,23,30,32,34,38,6,"2,263,804,125.00","66,582,475.00","1,678,135.00","50,000.00","5,000.00"
519,6,8,13,16,30,43,3,"1,950,601,393.00","71,115,676.00","1,677,010.00","50,000.00","5,000.00"
520,4,22,27,28,38,40,1,"2,167,205,438.00","58,573,120.00","1,332,026.00","50,000.00","5,000.00"
521,3,7,18,29,32,36,19,"1,693,420,922.00","42,601,785.00","1,400,679.00","50,000.00","5,000.00"
522,4,5,13,14,37,41,11,"2,281,623,000.00","58,503,154.00","1,526,170.00","50,000.00","5,000.00"
523,1,4,37,38,40,45,7,"1,780,355,840.00","48,304,229.00","1,334,029.00","50,000.00","5,000.00"
524,10,11,29,38,41,45,21,"3,491,695,594.00","64,661,030.00","1,739,759.00","50,000.00","5,000.00"
525,11,23,26,29,39,44,22,"1,501,132,375.00","54,919,478.00","1,459,300.00","50,000.00","5,000.00"
526,7,14,17,20,35,39,31,"1,491,031,959.00","45,643,836.00","1,453,248.00","50,000.00","5,000.00"
527,1,12,22,32,33,42,38,"1,032,386,366.00","77,132,315.00","1,137,183.00","50,000.00","5,000.00"
528,5,17,25,31,39,40,10,"1,197,889,125.00","25,536,397.00","1,212,662.00","50,000.00","5,000.00"
529,18,20,24,27,31,42,39,"1,749,114,797.00","70,671,305.00","1,552,699.00","50,000.00","5,000.00"
530,16,23,27,29,33,41,22,"1,231,656,239.00","56,450,911.00","1,558,342.00","50,000.00","5,000.00"
531,1,5,9,21,27,35,45,"1,521,519,750.00","54,339,992.00","1,410,557.00","50,000.00","5,000.00"
532,16,17,23,24,29,44,3,"2,216,896,286.00","99,476,116.00","1,747,554.00","50,000.00","5,000.00"
533,9,14,15,17,31,33,23,"1,785,671,579.00","54,111,260.00","1,569,477.00","50,000.00","5,000.00"
534,10,24,26,29,37,38,32,"14,215,763,250.00","43,078,071.00","1,541,506.00","50,000.00","5,000.00"
535,11,12,14,15,18,39,34,"4,935,603,000.00","79,606,500.00","1,632,144.00","50,000.00","5,000.00"
536,7,8,18,32,37,43,12,"1,308,523,603.00","59,973,999.00","1,431,361.00","50,000.00","5,000.00"
537,12,23,26,30,36,43,11,"2,104,038,911.00","70,134,631.00","1,699,940.00","50,000.00","5,000.00"
538,6,10,18,31,32,34,11,"4,688,021,625.00","48,833,559.00","1,359,636.00","50,000.00","5,000.00"
539,3,19,22,31,42,43,26,"1,621,036,667.00","57,894,167.00","1,600,761.00","50,000.00","5,000.00"
540,3,12,13,15,34,36,14,"1,989,365,250.00","89,266,390.00","1,647,216.00","50,000.00","5,000.00"
541,8,13,26,28,32,34,43,"1,269,327,171.00","58,177,496.00","1,611,565.00","50,000.00","5,000.00"
542,5,6,19,26,41,45,34,"2,335,152,563.00","89,813,561.00","1,603,814.00","50,000.00","5,000.00"
543,13,18,26,31,34,44,12,"1,112,934,844.00","47,358,930.00","1,131,032.00","50,000.00","5,000.00"
544,5,17,21,25,36,44,10,"1,046,388,433.00","48,237,765.00","1,484,725.00","50,000.00","5,000.00"
545,4,24,25,27,34,35,2,"1,198,994,353.00","52,337,056.00","1,468,375.00","50,000.00","5,000.00"
546,8,17,20,27,37,43,6,"405,939,950.00","36,903,632.00","652,637.00","50,000.00","5,000.00"
547,6,7,15,22,34,39,28,"2,838,444,450.00","43,803,156.00","1,528,018.00","50,000.00","5,000.00"
548,1,12,13,21,32,45,14,"1,736,871,891.00","50,344,113.00","1,406,944.00","50,000.00","5,000.00"
549,29,31,35,38,40,44,17,"1,760,805,047.00","67,078,288.00","1,578,844.00","50,000.00","5,000.00"
550,1,7,14,20,34,37,41,"1,118,679,205.00","35,360,550.00","751,801.00","50,000.00","5,000.00"
551,3,6,20,24,27,44,25,"13,526,973,750.00","70,452,989.00","1,565,622.00","50,000.00","5,000.00"
552,1,10,20,32,35,40,43,"1,330,824,225.00","49,289,787.00","1,226,793.00","50,000.00","5,000.00"
553,2,7,17,28,29,39,37,"2,249,631,438.00","43,262,144.00","1,365,897.00","50,000.00","5,000.00"
554,13,14,17,32,41,42,6,"6,813,893,625.00","55,397,510.00","1,530,525.00","50,000.00","5,000.00"
555,11,17,21,24,26,36,12,"1,711,027,360.00","49,594,996.00","1,468,063.00","50,000.00","5,000.00"
556,12,20,23,28,30,44,43,"2,005,209,161.00","57,058,798.00","1,657,981.00","50,000.00","5,000.00"
557,4,20,26,28,35,40,31,"1,888,069,286.00","51,226,687.00","1,465,568.00","50,000.00","5,000.00"
558,12,15,19,26,40,43,29,"1,315,913,663.00","43,003,715.00","1,557,663.00","50,000.00","5,000.00"
559,11,12,25,32,44,45,23,"1,926,145,608.00","53,504,045.00","1,434,975.00","50,000.00","5,000.00"
560,1,4,20,23,29,45,28,"1,976,697,215.00","57,653,669.00","1,562,431.00","50,000.00","5,000.00"
561,5,7,18,37,42,45,20,"2,753,712,225.00","55,969,761.00","1,600,252.00","50,000.00","5,000.00"
562,4,11,13,17,20,31,33,"1,166,694,614.00","41,940,003.00","1,195,607.00","50,000.00","5,000.00"
563,5,10,16,17,31,32,21,"1,932,735,643.00","59,338,375.00","1,373,239.00","50,000.00","5,000.00"
564,14,19,25,26,27,34,2,"1,934,801,143.00","70,539,625.00","1,368,871.00","50,000.00","5,000.00"
565,4,10,18,27,40,45,38,"1,742,064,469.00","59,557,760.00","1,244,777.00","50,000.00","5,000.00"
566,4,5,6,25,26,43,41,"3,508,951,032.00","66,837,163.00","1,504,374.00","50,000.00","5,000.00"
567,1,10,15,16,32,41,28,"2,318,659,438.00","43,748,292.00","1,498,811.00","50,000.00","5,000.00"
568,1,3,17,20,31,44,40,"1,305,167,550.00","43,505,585.00","1,179,014.00","50,000.00","5,000.00"
569,3,6,13,23,24,35,1,"3,467,925,188.00","64,220,837.00","1,355,188.00","50,000.00","5,000.00"
570,1,12,26,27,29,33,42,"1,527,791,625.00","60,307,565.00","1,456,890.00","50,000.00","5,000.00"
571,11,18,21,26,38,43,29,"1,966,538,465.00","69,524,088.00","1,523,437.00","50,000.00","5,000.00"
572,3,13,18,33,37,45,1,"1,668,216,188.00","41,967,703.00","1,282,750.00","50,000.00","5,000.00"
573,2,4,20,34,35,43,14,"1,645,691,766.00","43,885,114.00","1,352,809.00","50,000.00","5,000.00"
574,14,15,16,19,25,43,2,"6,965,184,938.00","70,355,404.00","1,844,106.00","50,000.00","5,000.00"
575,2,8,20,30,33,34,6,"1,699,267,875.00","50,348,678.00","1,522,642.00","50,000.00","5,000.00"
576,10,11,15,25,35,41,13,"4,321,966,000.00","40,018,204.00","1,384,359.00","50,000.00","5,000.00"
577,16,17,22,31,34,37,33,"4,484,438,375.00","53,386,172.00","1,469,345.00","50,000.00","5,000.00"
578,5,12,14,32,34,42,16,"2,796,466,575.00","54,195,089.00","1,442,966.00","50,000.00","5,000.00"
579,5,7,20,22,37,42,39,"1,396,068,444.00","55,640,409.00","1,446,840.00","50,000.00","5,000.00"
580,5,7,9,11,32,35,33,"2,028,610,500.00","56,350,292.00","1,421,449.00","50,000.00","5,000.00"
581,3,5,14,20,42,44,33,"1,844,554,547.00","63,061,694.00","1,777,028.00","50,000.00","5,000.00"
582,2,12,14,33,40,41,25,"3,560,558,719.00","41,643,962.00","1,455,369.00","50,000.00","5,000.00"
583,8,17,27,33,40,44,24,"1,341,848,353.00","48,236,379.00","1,347,238.00","50,000.00","5,000.00"
584,7,18,30,39,40,41,36,"5,033,183,250.00","78,643,489.00","1,718,984.00","50,000.00","5,000.00"
585,6,7,10,16,38,41,4,"1,620,546,334.00","54,018,212.00","1,590,851.00","50,000.00","5,000.00"
586,2,7,12,15,21,34,5,"1,778,354,344.00","51,546,503.00","1,510,280.00","50,000.00","5,000.00"
587,14,21,29,31,32,37,17,"4,974,577,375.00","57,843,923.00","1,730,890.00","50,000.00","5,000.00"
588,2,8,15,22,25,41,30,"2,889,342,075.00","55,995,002.00","1,436,626.00","50,000.00","5,000.00"
589,6,8,28,33,38,39,22,"2,136,877,983.00","59,357,722.00","1,599,118.00","50,000.00","5,000.00"
590,20,30,36,38,41,45,23,"2,185,183,983.00","82,238,107.00","1,860,863.00","50,000.00","5,000.00"
591,8,13,14,30,38,39,5,"2,964,676,200.00","65,014,829.00","1,665,923.00","50,000.00","5,000.00"
592,2,5,6,13,28,44,43,"2,356,381,688.00","84,156,489.00","1,675,948.00","50,000.00","5,000.00"
593,9,10,13,24,33,38,28,"1,532,833,500.00","37,084,682.00","1,264,715.00","50,000.00","5,000.00"
594,2,8,13,25,28,37,3,"1,255,592,796.00","54,807,623.00","1,315,383.00","50,000.00","5,000.00"
595,8,24,28,35,38,40,5,"1,744,525,219.00","43,074,697.00","1,549,656.00","50,000.00","5,000.00"
596,3,4,12,14,25,43,17,"1,328,267,663.00","53,994,621.00","1,340,872.00","50,000.00","5,000.00"
597,8,10,23,24,35,43,37,"1,057,920,606.00","49,829,594.00","1,496,189.00","50,000.00","5,000.00"
598,4,12,24,33,38,45,22,"833,998,594.00","44,479,925.00","1,083,291.00","50,000.00","5,000.00"
599,5,12,17,29,34,35,27,"1,710,918,329.00","53,051,732.00","1,353,843.00","50,000.00","5,000.00"
600,5,11,14,27,29,36,44,"901,798,725.00","54,987,728.00","1,485,176.00","50,000.00","5,000.00"
601,2,16,19,31,34,35,37,"1,524,565,209.00","81,673,137.00","1,508,475.00","50,000.00","5,000.00"
602,13,14,22,27,30,38,2,"1,689,530,860.00","53,635,901.00","1,344,901.00","50,000.00","5,000.00"
603,2,19,25,26,27,43,28,"3,452,136,563.00","76,714,146.00","1,688,500.00","50,000.00","5,000.00"
604,2,6,18,21,33,34,30,"1,229,141,557.00","62,595,172.00","1,553,016.00","50,000.00","5,000.00"
605,1,2,7,9,10,38,42,"1,394,232,250.00","52,283,710.00","914,851.00","50,000.00","5,000.00"
606,1,5,6,14,20,39,22,"1,311,566,850.00","49,680,563.00","1,417,604.00","50,000.00","5,000.00"
607,8,14,23,36,38,39,13,"3,494,480,907.00","66,561,542.00","1,608,878.00","50,000.00","5,000.00"
608,4,8,18,19,39,44,41,"1,943,530,018.00","70,857,866.00","1,495,681.00","50,000.00","5,000.00"
609,4,8,27,34,39,40,13,"6,339,311,438.00","44,959,656.00","1,303,581.00","50,000.00","5,000.00"
610,14,18,20,23,28,36,33,"3,516,018,375.00","68,941,537.00","1,676,690.00","50,000.00","5,000.00"
611,2,22,27,33,36,37,14,"3,502,706,157.00","49,683,776.00","1,571,425.00","50,000.00","5,000.00"
612,6,9,18,19,25,33,40,"1,181,705,250.00","36,719,655.00","1,181,921.00","50,000.00","5,000.00"
613,7,8,11,16,41,44,35,"1,549,831,209.00","77,491,561.00","1,511,539.00","50,000.00","5,000.00"
614,8,21,25,39,40,44,18,"2,540,975,438.00","55,238,597.00","1,668,402.00","50,000.00","5,000.00"
615,10,17,18,19,23,27,35,"1,535,062,417.00","74,277,214.00","1,378,799.00","50,000.00","5,000.00"
616,5,13,18,23,40,45,3,"1,611,811,250.00","49,341,161.00","1,422,187.00","50,000.00","5,000.00"
617,4,5,11,12,24,27,28,"1,629,701,860.00","50,533,391.00","1,090,284.00","50,000.00","5,000.00"
618,8,16,25,30,42,43,15,"2,881,326,225.00","53,357,894.00","1,518,726.00","50,000.00","5,000.00"
619,6,8,13,30,35,40,21,"4,612,479,375.00","39,088,809.00","1,347,103.00","50,000.00","5,000.00"
620,2,16,17,32,39,45,40,"2,028,283,233.00","53,780,238.00","1,424,643.00","50,000.00","5,000.00"
621,1,2,6,16,19,42,9,"2,359,723,500.00","38,060,057.00","1,517,508.00","50,000.00","5,000.00"
622,9,15,16,21,28,34,24,"1,630,598,292.00","71,938,160.00","1,501,472.00","50,000.00","5,000.00"
623,7,13,30,39,41,45,25,"1,813,702,594.00","69,093,433.00","1,660,900.00","50,000.00","5,000.00"
624,1,7,19,26,27,35,16,"2,763,729,450.00","37,755,867.00","1,463,220.00","50,000.00","5,000.00"
625,3,6,7,20,21,39,13,"2,765,184,675.00","51,207,124.00","1,393,181.00","50,000.00","5,000.00"
626,13,14,26,33,40,43,15,"1,717,871,110.00","50,899,885.00","1,296,996.00","50,000.00","5,000.00"
627,2,9,22,25,31,45,12,"1,352,230,650.00","64,391,936.00","1,471,096.00","50,000.00","5,000.00"
628,1,7,12,15,23,42,11,"1,499,942,875.00","60,808,495.00","1,382,012.00","50,000.00","5,000.00"
629,19,28,31,38,43,44,1,"2,919,433,575.00","71,554,745.00","1,841,682.00","50,000.00","5,000.00"
630,8,17,21,24,27,31,15,"4,836,305,500.00","50,378,183.00","1,482,620.00","50,000.00","5,000.00"
631,1,2,4,23,31,34,8,"3,919,853,532.00","56,809,472.00","1,559,210.00","50,000.00","5,000.00"
632,15,18,21,32,35,44,6,"1,432,587,716.00","50,507,901.00","1,596,603.00","50,000.00","5,000.00"
633,9,12,19,20,39,41,13,"1,217,257,094.00","51,798,175.00","1,360,825.00","50,000.00","5,000.00"
634,4,10,11,12,20,27,38,"1,077,935,106.00","43,250,483.00","1,057,757.00","50,000.00","5,000.00"
635,11,13,25,26,29,33,32,"1,855,587,235.00","70,689,038.00","1,499,465.00","50,000.00","5,000.00"
636,6,7,15,16,20,31,26,"1,832,362,219.00","55,526,128.00","1,238,292.00","50,000.00","5,000.00"
637,3,16,22,37,38,44,23,"3,899,241,094.00","57,766,535.00","1,587,963.00","50,000.00","5,000.00"
638,7,18,22,24,31,34,6,"2,229,403,179.00","63,438,302.00","1,513,072.00","50,000.00","5,000.00"
639,6,15,22,23,25,32,40,"4,061,185,219.00","60,165,707.00","1,663,058.00","50,000.00","5,000.00"
640,14,15,18,21,26,35,23,"1,728,768,834.00","54,024,027.00","1,582,156.00","50,000.00","5,000.00"
641,11,18,21,36,37,43,12,"1,990,074,563.00","53,068,655.00","1,695,485.00","50,000.00","5,000.00"
642,8,17,18,24,39,45,32,"1,251,460,438.00","40,369,692.00","1,379,020.00","50,000.00","5,000.00"
643,15,24,31,32,33,40,13,"2,535,763,625.00","58,971,248.00","1,662,796.00","50,000.00","5,000.00"
644,5,13,17,23,28,36,8,"1,831,451,204.00","49,835,407.00","1,299,593.00","50,000.00","5,000.00"
645,1,4,16,26,40,41,31,"3,696,297,750.00","88,007,090.00","1,395,356.00","50,000.00","5,000.00"
646,2,9,24,41,43,45,30,"2,215,498,393.00","71,798,560.00","1,698,258.00","50,000.00","5,000.00"
647,5,16,21,23,24,30,29,"2,189,725,608.00","58,060,907.00","1,600,677.00","50,000.00","5,000.00"
648,13,19,28,37,38,43,4,"2,120,987,947.00","54,988,577.00","1,517,159.00","50,000.00","5,000.00"
649,3,21,22,33,41,42,20,"2,948,042,100.00","54,593,373.00","1,454,531.00","50,000.00","5,000.00"
650,3,4,7,11,31,41,35,"2,849,298,900.00","52,764,795.00","1,308,940.00","50,000.00","5,000.00"
651,11,12,16,26,29,44,18,"1,855,306,454.00","70,678,342.00","1,468,968.00","50,000.00","5,000.00"
652,3,13,15,40,41,44,20,"3,003,483,525.00","69,525,082.00","1,664,165.00","50,000.00","5,000.00"
653,5,6,26,27,38,39,1,"980,958,670.00","40,873,278.00","1,146,172.00","50,000.00","5,000.00"
654,16,21,26,31,36,43,6,"1,879,301,391.00","36,315,003.00","1,402,203.00","50,000.00","5,000.00"
655,7,37,38,39,40,44,18,"1,661,439,625.00","60,784,377.00","1,547,926.00","50,000.00","5,000.00"
656,3,7,14,16,31,40,39,"7,330,002,750.00","50,902,797.00","1,398,589.00","50,000.00","5,000.00"
657,10,14,19,39,40,43,23,"1,694,762,792.00","48,887,389.00","1,627,494.00","50,000.00","5,000.00"
658,8,19,25,28,32,36,37,"1,634,031,375.00","64,501,239.00","1,460,696.00","50,000.00","5,000.00"
659,7,18,19,27,29,42,45,"1,336,604,216.00","61,261,027.00","1,388,352.00","50,000.00","5,000.00"
660,4,9,23,33,39,44,14,"1,421,272,575.00","49,349,743.00","1,214,141.00","50,000.00","5,000.00"
661,2,3,12,20,27,38,40,"1,713,025,547.00","36,254,509.00","1,248,107.00","50,000.00","5,000.00"
662,5,6,9,11,15,37,26,"1,689,733,688.00","52,394,844.00","1,260,761.00","50,000.00","5,000.00"
663,3,5,8,19,38,42,20,"2,080,244,143.00","40,449,192.00","1,491,673.00","50,000.00","5,000.00"
664,10,20,33,36,41,44,5,"1,536,801,338.00","58,212,172.00","1,674,076.00","50,000.00","5,000.00"
665,5,6,11,17,38,44,13,"3,643,230,375.00","80,960,675.00","1,356,883.00","50,000.00","5,000.00"
666,2,4,6,11,17,28,16,"2,396,901,063.00","50,997,895.00","1,231,074.00","50,000.00","5,000.00"
667,15,17,25,37,42,43,13,"2,228,764,393.00","65,005,629.00","1,685,176.00","50,000.00","5,000.00"
668,12,14,15,24,27,32,3,"2,991,158,625.00","44,511,290.00","1,330,824.00","50,000.00","5,000.00"
669,7,8,20,29,33,38,9,"2,708,173,188.00","52,080,254.00","1,389,520.00","50,000.00","5,000.00"
670,11,18,26,27,40,41,25,"1,191,725,219.00","61,114,114.00","1,111,166.00","50,000.00","5,000.00"
671,7,9,10,13,31,35,24,"3,722,322,844.00","51,698,929.00","1,395,697.00","50,000.00","5,000.00"
672,8,21,28,31,36,45,43,"1,754,745,000.00","57,219,946.00","1,615,788.00","50,000.00","5,000.00"
673,7,10,17,29,33,44,5,"1,491,453,300.00","71,021,586.00","1,333,560.00","50,000.00","5,000.00"
674,9,10,14,25,27,31,11,"1,770,565,500.00","49,182,375.00","1,278,849.00","50,000.00","5,000.00"
675,1,8,11,15,18,45,7,"3,514,549,032.00","36,046,657.00","1,297,361.00","50,000.00","5,000.00"
676,1,8,17,34,39,45,27,"1,879,726,500.00","39,782,572.00","1,505,287.00","50,000.00","5,000.00"
677,12,15,24,36,41,44,42,"1,921,114,407.00","69,229,348.00","1,505,871.00","50,000.00","5,000.00"
678,4,5,6,12,25,37,45,"2,288,490,188.00","55,816,834.00","1,233,688.00","50,000.00","5,000.00"
679,3,5,7,14,26,34,35,"2,863,005,600.00","44,182,186.00","1,304,450.00","50,000.00","5,000.00"
680,4,10,19,29,32,42,30,"1,110,570,563.00","58,893,894.00","1,385,739.00","50,000.00","5,000.00"
681,21,24,27,29,43,44,7,"2,696,328,938.00","72,873,756.00","1,871,152.00","50,000.00","5,000.00"
682,17,23,27,35,38,43,2,"4,063,713,563.00","48,377,543.00","1,463,611.00","50,000.00","5,000.00"
683,6,13,20,27,28,40,15,"1,010,930,883.00","59,907,016.00","996,974.00","50,000.00","5,000.00"
684,1,11,15,17,25,39,40,"1,688,815,709.00","40,858,445.00","1,287,208.00","50,000.00","5,000.00"
685,6,7,12,28,38,40,18,"1,494,367,671.00","52,686,040.00","1,434,385.00","50,000.00","5,000.00"
686,7,12,15,24,25,43,13,"1,937,531,719.00","71,760,435.00","1,386,676.00","50,000.00","5,000.00"
687,1,8,10,13,28,42,45,"2,720,029,313.00","71,579,719.00","1,528,107.00","50,000.00","5,000.00"
688,5,15,22,23,34,35,2,"1,967,536,750.00","55,685,003.00","1,400,715.00","50,000.00","5,000.00"
689,7,17,19,30,36,38,34,"2,321,775,911.00","61,562,241.00","1,497,368.00","50,000.00","5,000.00"
690,24,25,33,34,38,39,43,"1,126,507,625.00","82,831,444.00","1,589,317.00","50,000.00","5,000.00"
691,15,27,33,35,43,45,16,"2,839,296,750.00","91,590,218.00","1,662,352.00","50,000.00","5,000.00"
692,3,11,14,15,32,36,44,"2,301,273,697.00","61,018,621.00","1,516,848.00","50,000.00","5,000.00"
693,1,6,11,28,34,42,30,"1,642,763,813.00","63,673,016.00","1,618,168.00","50,000.00","5,000.00"
694,7,15,20,25,33,43,12,"1,555,036,388.00","33,227,274.00","1,133,739.00","50,000.00","5,000.00"
695,4,18,26,33,34,38,14,"1,450,214,830.00","40,283,746.00","1,343,471.00","50,000.00","5,000.00"
696,1,7,16,18,34,38,21,"1,632,054,413.00","61,820,243.00","1,580,530.00","50,000.00","5,000.00"
697,2,5,8,11,33,39,31,"1,531,443,038.00","28,360,057.00","1,315,673.00","50,000.00","5,000.00"
698,3,11,13,21,33,37,18,"1,921,084,125.00","53,363,448.00","1,226,746.00","50,000.00","5,000.00"
699,4,5,8,16,21,29,3,"1,995,411,375.00","53,210,970.00","1,478,905.00","50,000.00","5,000.00"
700,11,23,28,29,30,44,13,"2,082,099,188.00","67,710,543.00","1,777,294.00","50,000.00","5,000.00"
701,3,10,14,16,36,38,35,"1,583,183,175.00","65,965,966.00","1,590,500.00","50,000.00","5,000.00"
702,3,13,16,24,26,29,9,"1,465,091,387.00","58,391,324.00","1,476,636.00","50,000.00","5,000.00"
703,10,28,31,33,41,44,21,"3,235,784,100.00","52,872,290.00","1,568,637.00","50,000.00","5,000.00"
704,1,4,8,23,33,42,45,"3,865,190,344.00","54,825,395.00","1,351,938.00","50,000.00","5,000.00"
705,1,6,17,22,28,45,23,"3,987,206,532.00","54,247,708.00","1,472,653.00","50,000.00","5,000.00"
706,3,4,6,10,28,30,37,"3,831,746,063.00","50,088,184.00","1,211,811.00","50,000.00","5,000.00"
707,2,12,19,24,39,44,35,"1,322,167,313.00","35,734,252.00","1,318,213.00","50,000.00","5,000.00"
708,2,10,16,19,34,45,1,"4,099,552,219.00","52,558,362.00","1,596,399.00","50,000.00","5,000.00"
709,10,18,30,36,39,44,32,"1,165,271,625.00","61,794,708.00","1,603,165.00","50,000.00","5,000.00"
710,3,4,9,24,25,33,10,"2,895,441,150.00","42,331,011.00","1,212,497.00","50,000.00","5,000.00"
711,11,15,24,35,37,45,42,"2,277,413,358.00","60,385,961.00","1,424,656.00","50,000.00","5,000.00"
712,17,20,30,31,33,45,19,"4,034,485,125.00","57,226,740.00","1,557,416.00","50,000.00","5,000.00"
713,2,5,15,18,19,23,44,"1,714,720,917.00","51,441,628.00","1,436,115.00","50,000.00","5,000.00"
714,1,7,22,33,37,40,20,"2,085,131,733.00","52,883,776.00","1,198,943.00","50,000.00","5,000.00"
715,2,7,27,33,41,44,10,"2,605,510,438.00","42,713,286.00","1,391,090.00","50,000.00","5,000.00"
716,2,6,13,16,29,30,21,"1,358,752,157.00","77,642,981.00","1,559,096.00","50,000.00","5,000.00"
717,2,11,19,25,28,32,44,"2,702,433,688.00","57,498,590.00","1,369,015.00","50,000.00","5,000.00"
718,4,11,20,23,32,39,40,"926,166,464.00","41,002,162.00","1,091,572.00","50,000.00","5,000.00"
719,4,8,13,19,20,43,26,"1,879,581,334.00","48,609,863.00","1,395,729.00","50,000.00","5,000.00"
720,1,12,29,34,36,37,41,"1,233,770,358.00","77,805,338.00","1,619,122.00","50,000.00","5,000.00"
721,1,28,35,41,43,44,31,"2,273,767,360.00","75,792,246.00","1,886,553.00","50,000.00","5,000.00"
722,12,14,21,30,39,43,45,"4,365,422,719.00","63,266,996.00","1,724,101.00","50,000.00","5,000.00"
723,20,30,33,35,36,44,22,"2,114,365,360.00","70,478,846.00","1,586,469.00","50,000.00","5,000.00"
724,2,8,33,35,37,41,14,"1,427,789,813.00","51,919,630.00","1,557,873.00","50,000.00","5,000.00"
725,6,7,19,21,41,43,38,"1,579,217,250.00","61,600,673.00","1,612,943.00","50,000.00","5,000.00"
726,1,11,21,23,34,44,24,"1,166,872,634.00","48,619,694.00","1,297,143.00","50,000.00","5,000.00"
727,7,8,10,19,21,31,20,"1,115,107,742.00","29,907,105.00","1,260,620.00","50,000.00","5,000.00"
728,3,6,10,30,34,37,36,"3,243,464,400.00","48,265,840.00","1,446,168.00","50,000.00","5,000.00"
729,11,17,21,26,36,45,16,"4,198,250,719.00","79,966,681.00","1,492,712.00","50,000.00","5,000.00"
730,4,10,14,15,18,22,39,"2,017,382,110.00","59,774,285.00","1,544,999.00","50,000.00","5,000.00"
731,2,7,13,25,42,45,39,"2,340,471,054.00","60,678,880.00","1,431,106.00","50,000.00","5,000.00"
732,2,4,5,17,27,32,43,"2,203,270,608.00","57,121,831.00","1,247,202.00","50,000.00","5,000.00"
733,11,24,32,33,35,40,13,"4,016,725,125.00","46,979,242.00","1,362,064.00","50,000.00","5,000.00"
734,6,16,37,38,41,45,18,"1,949,395,500.00","81,224,813.00","1,663,307.00","50,000.00","5,000.00"
735,5,10,13,27,37,41,4,"1,847,231,588.00","61,574,387.00","1,356,862.00","50,000.00","5,000.00"
736,2,11,17,18,21,27,6,"3,397,362,225.00","52,428,430.00","1,258,283.00","50,000.00","5,000.00"
737,13,15,18,24,27,41,11,"4,283,061,000.00","59,486,959.00","1,474,122.00","50,000.00","5,000.00"
738,23,27,28,38,42,43,36,"1,634,191,091.00","62,417,021.00","1,826,840.00","50,000.00","5,000.00"
739,7,22,29,33,34,35,30,"4,744,122,282.00","70,283,294.00","1,628,604.00","50,000.00","5,000.00"
740,4,8,9,16,17,19,31,"936,929,792.00","65,367,195.00","1,148,668.00","50,000.00","5,000.00"
741,5,21,27,34,44,45,16,"3,043,595,938.00","55,338,108.00","1,664,077.00","50,000.00","5,000.00"
742,8,10,13,36,37,40,6,"1,111,814,813.00","67,382,716.00","1,492,870.00","50,000.00","5,000.00"
743,15,19,21,34,41,44,10,"2,608,641,000.00","66,161,185.00","1,535,527.00","50,000.00","5,000.00"
744,10,15,18,21,34,41,43,"1,155,411,575.00","47,352,934.00","1,039,414.00","50,000.00","5,000.00"
745,1,2,3,9,12,23,10,"746,822,982.00","22,631,000.00","674,272.00","50,000.00","5,000.00"
