no,num1,num2,num3,num4,num5,num6,binus,winning_1,winning_2,winning_3,winning_4,winning_5
248,3,8,17,23,38,45,13,"1,227,479,363.00","71,158,224.00","1,417,004.00","55,624.00","5,000.00"
249,3,8,27,31,41,44,11,"1,663,568,700.00","57,364,438.00","1,423,070.00","59,378.00","5,000.00"
250,19,23,30,37,43,45,38,"1,994,726,280.00","97,780,700.00","1,581,610.00","64,771.00","5,000.00"
251,6,7,19,25,28,38,45,"1,282,616,400.00","42,753,880.00","1,376,937.00","55,153.00","5,000.00"
252,14,23,26,31,39,45,28,"1,391,089,715.00","67,622,417.00","1,493,044.00","62,547.00","5,000.00"
253,8,19,25,31,34,36,33,"2,466,189,525.00","82,206,318.00","1,406,439.00","57,604.00","5,000.00"
254,1,5,19,20,24,30,27,"9,741,015,900.00","49,197,050.00","1,325,309.00","54,852.00","5,000.00"
255,1,5,6,24,27,42,32,"1,598,618,550.00","122,970,658.00","1,516,716.00","57,689.00","5,000.00"
256,4,11,14,21,23,43,32,"4,891,017,000.00","47,951,148.00","1,367,735.00","57,230.00","5,000.00"
257,6,13,27,31,32,37,4,"2,391,377,025.00","88,569,520.00","1,292,986.00","54,996.00","5,000.00"
258,14,27,30,31,38,40,17,"2,426,434,350.00","57,772,247.00","938,297.00","59,213.00","5,000.00"
259,4,5,14,35,42,45,34,"4,838,533,500.00","64,513,780.00","1,565,869.00","64,000.00","5,000.00"
260,7,12,15,24,37,40,43,"2,310,085,575.00","59,232,964.00","1,199,422.00","52,871.00","5,000.00"
261,6,11,16,18,31,43,2,"3,192,299,100.00","49,879,674.00","1,445,788.00","56,717.00","5,000.00"
262,9,12,24,25,29,31,36,"4,518,741,600.00","71,726,058.00","1,361,888.00","54,966.00","5,000.00"
263,1,27,28,32,37,40,18,"1,551,704,900.00","57,470,552.00","1,656,036.00","61,466.00","5,000.00"
264,9,16,27,36,41,44,5,"1,344,889,200.00","58,112,497.00","1,498,604.00","62,642.00","5,000.00"
265,5,9,34,37,38,39,12,"1,200,838,575.00","84,269,374.00","1,585,266.00","60,459.00","5,000.00"
266,3,4,9,11,22,42,37,"3,207,211,700.00","44,544,607.00","1,343,054.00","54,526.00","5,000.00"
267,7,8,24,34,36,41,1,"3,257,663,300.00","58,172,559.00","1,427,548.00","59,122.00","5,000.00"
268,3,10,19,24,32,45,12,"1,350,954,515.00","45,031,818.00","1,157,206.00","50,960.00","5,000.00"
269,5,18,20,36,42,43,32,"1,961,399,940.00","74,295,453.00","1,611,933.00","64,715.00","5,000.00"
270,5,9,12,20,21,26,27,"1,927,830,060.00","50,203,908.00","1,293,499.00","53,724.00","5,000.00"
271,3,8,9,27,29,40,36,"1,565,918,150.00","55,925,649.00","1,246,751.00","52,709.00","5,000.00"
272,7,9,12,27,39,43,28,"1,104,622,800.00","42,485,493.00","1,209,442.00","52,419.00","5,000.00"
273,1,8,24,31,34,44,6,"3,339,543,100.00","79,512,931.00","1,523,515.00","59,431.00","5,000.00"
274,13,14,15,26,35,39,25,"2,505,085,575.00","45,136,678.00","1,331,784.00","58,277.00","5,000.00"
275,14,19,20,35,38,40,26,"10,044,066,900.00","88,105,850.00","1,689,215.00","64,813.00","5,000.00"
276,4,15,21,33,39,41,25,"3,312,569,000.00","53,428,533.00","1,426,602.00","55,308.00","5,000.00"
277,10,12,13,15,25,29,20,"3,272,627,800.00","52,784,320.00","1,482,169.00","59,211.00","5,000.00"
278,3,11,37,39,41,43,13,"3,186,530,000.00","59,009,815.00","1,463,054.00","57,268.00","5,000.00"
279,7,16,31,36,37,38,11,"1,914,205,320.00","59,080,412.00","1,466,150.00","57,566.00","5,000.00"
280,10,11,23,24,36,37,35,"1,355,258,529.00","58,560,554.00","1,380,904.00","58,653.00","5,000.00"
281,1,3,4,6,14,41,12,"1,554,683,200.00","42,018,465.00","1,042,712.00","41,713.00","5,000.00"
282,2,5,10,18,31,32,30,"1,322,052,643.00","48,199,836.00","1,012,735.00","46,530.00","5,000.00"
283,6,8,18,31,38,45,42,"3,137,224,600.00","65,358,846.00","1,478,429.00","59,206.00","5,000.00"
284,2,7,15,24,30,45,28,"3,117,640,300.00","111,344,297.00","1,632,273.00","61,691.00","5,000.00"
285,13,33,37,40,41,45,2,"3,164,370,100.00","60,853,272.00","1,555,738.00","61,705.00","5,000.00"
286,1,15,19,40,42,44,17,"3,236,566,300.00","59,936,413.00","1,566,586.00","66,246.00","5,000.00"
287,6,12,24,27,35,37,41,"1,328,657,100.00","41,894,594.00","1,165,489.00","51,161.00","5,000.00"
288,1,12,17,28,35,41,10,"2,357,261,550.00","65,479,488.00","1,488,171.00","62,553.00","5,000.00"
289,3,14,33,37,38,42,10,0.00,"63,761,694.00","1,501,748.00","58,541.00","5,000.00"
290,8,13,18,32,39,45,7,"2,149,214,424.00","51,251,650.00","1,361,059.00","58,573.00","5,000.00"
291,3,7,8,18,20,42,45,"1,450,585,200.00","43,393,575.00","1,379,258.00","54,144.00","5,000.00"
292,17,18,31,32,33,34,10,"720,373,950.00","45,428,988.00","995,778.00","50,256.00","5,000.00"
293,1,9,17,21,29,33,24,"1,656,764,400.00","78,893,543.00","1,435,672.00","54,268.00","5,000.00"
294,6,10,17,30,37,38,40,"2,406,504,975.00","61,705,256.00","1,411,027.00","56,496.00","5,000.00"
295,1,4,12,16,18,38,8,0.00,"62,969,875.00","1,616,207.00","59,131.00","5,000.00"
296,3,8,15,27,30,45,44,"3,066,088,275.00","46,243,415.00","1,186,303.00","54,498.00","5,000.00"
297,6,11,19,20,28,32,34,"5,056,668,750.00","60,198,438.00","1,322,005.00","55,032.00","5,000.00"
298,5,9,27,29,37,40,19,"9,909,778,500.00","41,290,744.00","1,220,717.00","51,970.00","5,000.00"
299,1,3,20,25,36,45,24,"1,483,772,529.00","59,691,999.00","1,548,362.00","59,575.00","5,000.00"
300,7,9,10,12,26,38,39,"836,092,425.00","49,181,908.00","1,180,922.00","47,646.00","5,000.00"
301,7,11,13,33,37,43,26,"1,447,385,015.00","35,927,997.00","1,328,573.00","51,361.00","5,000.00"
302,13,19,20,32,38,42,4,"5,472,167,250.00","41,455,813.00","1,608,515.00","61,360.00","5,000.00"
303,2,14,17,30,38,45,43,"1,672,749,000.00","57,681,000.00","1,444,516.00","59,459.00","5,000.00"
304,4,10,16,26,33,41,38,"1,661,646,150.00","44,909,356.00","1,165,250.00","53,519.00","5,000.00"
305,7,8,18,21,23,39,9,"2,008,210,140.00","49,220,837.00","1,215,330.00","50,589.00","5,000.00"
306,4,18,23,30,34,41,19,"2,102,669,520.00","76,183,679.00","1,437,428.00","61,822.00","5,000.00"
307,5,15,21,23,25,45,12,"2,587,643,250.00","61,610,554.00","1,465,672.00","58,085.00","5,000.00"
308,14,15,17,19,37,45,40,"10,232,872,800.00","63,165,882.00","1,743,844.00","63,461.00","5,000.00"
309,1,2,5,11,18,36,22,"901,622,946.00","66,119,016.00","1,189,191.00","47,826.00","5,000.00"
310,1,5,19,28,34,41,16,"1,296,713,325.00","59,619,004.00","1,592,036.00","64,088.00","5,000.00"
311,4,12,24,27,28,32,10,"1,237,691,063.00","38,378,018.00","1,210,752.00","50,950.00","5,000.00"
312,2,3,5,6,12,20,25,"629,017,820.00","27,112,838.00","761,892.00","34,211.00","5,000.00"
313,9,17,34,35,43,45,2,"1,715,422,800.00","65,977,800.00","1,531,628.00","61,548.00","5,000.00"
314,15,17,19,34,38,41,2,"1,660,512,200.00","69,188,009.00","1,556,244.00","60,502.00","5,000.00"
315,1,13,33,35,43,45,23,"1,308,728,625.00","54,530,360.00","1,641,554.00","62,091.00","5,000.00"
316,10,11,21,27,31,39,43,"1,673,586,400.00","57,709,876.00","1,197,130.00","48,967.00","5,000.00"
317,3,10,11,22,36,39,8,"2,576,258,550.00","68,700,228.00","1,517,232.00","59,672.00","5,000.00"
318,2,17,19,20,34,45,21,"1,207,436,600.00","64,684,104.00","1,311,481.00","56,531.00","5,000.00"
319,5,8,22,28,33,42,37,"2,135,659,380.00","68,450,622.00","1,546,235.00","59,833.00","5,000.00"
320,16,19,23,25,41,45,3,"5,513,067,900.00","73,507,572.00","1,699,991.00","64,412.00","5,000.00"
321,12,18,20,21,25,34,42,"1,959,136,100.00","55,975,318.00","1,535,374.00","56,960.00","5,000.00"
322,9,18,29,32,38,43,20,"1,904,544,700.00","65,673,956.00","1,300,031.00","56,158.00","5,000.00"
323,10,14,15,32,36,42,3,"1,461,025,388.00","72,149,402.00","1,657,902.00","64,085.00","5,000.00"
324,2,4,21,25,33,36,17,"1,865,130,350.00","46,628,259.00","1,518,836.00","59,710.00","5,000.00"
325,7,17,20,32,44,45,33,"1,806,122,450.00","54,730,984.00","1,435,710.00","57,677.00","5,000.00"
326,16,23,25,33,36,39,40,"1,832,134,550.00","59,101,115.00","1,372,386.00","57,177.00","5,000.00"
327,6,12,13,17,32,44,24,"882,674,750.00","45,265,372.00","1,421,377.00","55,515.00","5,000.00"
328,1,6,9,16,17,28,24,"1,819,795,900.00","60,659,864.00","1,318,693.00","54,657.00","5,000.00"
329,9,17,19,30,35,42,4,"1,830,391,200.00","55,466,400.00","1,506,495.00","58,376.00","5,000.00"
330,3,4,16,17,19,20,23,"1,162,280,200.00","54,481,885.00","1,218,324.00","50,370.00","5,000.00"
331,4,9,14,26,31,44,39,"2,165,902,620.00","40,109,308.00","1,322,285.00","55,866.00","5,000.00"
332,16,17,34,36,42,45,3,"1,359,448,388.00","48,989,132.00","1,650,818.00","60,589.00","5,000.00"
333,5,14,27,30,39,43,35,"1,550,987,143.00","50,263,473.00","1,325,631.00","60,326.00","5,000.00"
334,13,15,21,29,39,43,33,"1,523,002,972.00","57,317,317.00","1,684,206.00","67,934.00","5,000.00"
335,5,9,16,23,26,45,21,"2,037,492,480.00","60,639,658.00","1,389,453.00","56,057.00","5,000.00"
336,3,5,20,34,35,44,16,"1,685,632,650.00","56,187,755.00","1,704,381.00","61,422.00","5,000.00"
337,1,5,14,18,32,37,4,"1,257,500,513.00","50,808,102.00","1,404,245.00","56,462.00","5,000.00"
338,2,13,34,38,42,45,16,"3,383,431,000.00","43,377,321.00","1,506,426.00","62,091.00","5,000.00"
339,6,8,14,21,30,37,45,"1,096,778,334.00","51,411,485.00","1,486,150.00","60,324.00","5,000.00"
340,18,24,26,29,34,38,32,"1,439,393,186.00","47,979,773.00","1,492,705.00","59,752.00","5,000.00"
341,1,8,19,34,39,43,41,"1,497,207,772.00","52,931,588.00","1,414,367.00","59,458.00","5,000.00"
342,1,13,14,33,34,43,25,"3,454,095,800.00","59,553,376.00","1,467,331.00","61,517.00","5,000.00"
343,1,10,17,29,31,43,15,"1,717,153,000.00","59,212,173.00","1,566,746.00","63,842.00","5,000.00"
344,1,2,15,28,34,45,38,"1,467,106,543.00","74,418,448.00","1,547,581.00","60,593.00","5,000.00"
345,15,20,23,29,39,42,2,"5,203,577,550.00","45,645,418.00","1,687,282.00","68,394.00","5,000.00"
346,5,13,14,22,44,45,33,"2,017,727,340.00","64,670,749.00","1,467,225.00","61,695.00","5,000.00"
347,3,8,13,27,32,42,10,"1,456,624,286.00","44,720,922.00","1,214,722.00","53,306.00","5,000.00"
348,3,14,17,20,24,31,34,"3,299,994,000.00","44,594,514.00","1,350,244.00","50,233.00","5,000.00"
349,5,13,14,20,24,25,36,"3,353,209,000.00","45,313,636.00","1,435,450.00","56,511.00","5,000.00"
350,1,8,18,24,29,33,35,"1,101,052,467.00","71,807,770.00","1,379,765.00","57,527.00","5,000.00"
351,5,25,27,29,34,36,33,"2,583,357,150.00","59,387,521.00","1,514,722.00","62,094.00","5,000.00"
352,5,16,17,20,26,41,24,"1,732,858,250.00","59,753,733.00","1,486,157.00","58,810.00","5,000.00"
353,11,16,19,22,29,36,26,"5,290,838,250.00","60,814,233.00","1,692,527.00","65,058.00","5,000.00"
354,14,19,36,43,44,45,1,"2,124,464,340.00","52,070,205.00","1,745,944.00","65,187.00","5,000.00"
355,5,8,29,30,35,44,38,"2,145,424,800.00","74,493,917.00","1,634,236.00","66,058.00","5,000.00"
356,2,8,14,25,29,45,24,"1,157,185,267.00","46,912,917.00","1,374,330.00","56,761.00","5,000.00"
357,10,14,18,21,36,37,5,"5,313,394,350.00","65,597,462.00","1,587,036.00","62,643.00","5,000.00"
358,1,9,10,12,21,40,37,"3,472,654,900.00","39,461,988.00","1,256,388.00","50,884.00","5,000.00"
359,1,10,19,20,24,40,23,"1,286,712,600.00","46,368,022.00","1,036,001.00","46,822.00","5,000.00"
360,4,16,23,25,35,40,27,"3,566,716,200.00","54,041,155.00","1,476,290.00","59,139.00","5,000.00"
361,5,10,16,24,27,35,33,"1,473,115,115.00","50,548,068.00","1,174,733.00","51,039.00","5,000.00"
362,2,3,22,27,30,40,29,"1,729,424,650.00","66,516,333.00","1,474,361.00","60,898.00","5,000.00"
363,11,12,14,21,32,38,6,"2,615,910,600.00","52,846,679.00","1,434,162.00","58,451.00","5,000.00"
364,2,5,7,14,16,40,4,"2,531,914,800.00","45,620,087.00","1,340,702.00","53,421.00","5,000.00"
365,5,15,21,25,26,30,31,"10,697,716,800.00","50,941,509.00","1,509,698.00","57,081.00","5,000.00"
366,5,12,19,26,27,44,38,"5,351,553,900.00","45,739,777.00","1,103,186.00","49,921.00","5,000.00"
367,3,22,25,29,32,44,19,"1,581,736,586.00","49,874,578.00","1,759,161.00","66,912.00","5,000.00"
368,11,21,24,30,39,45,26,"1,465,825,115.00","45,003,403.00","1,431,071.00","59,400.00","5,000.00"
369,17,20,35,36,41,43,21,"1,842,177,750.00","59,425,089.00","1,592,203.00","62,044.00","5,000.00"
370,16,18,24,42,44,45,17,"1,678,941,943.00","61,211,425.00","1,677,026.00","64,701.00","5,000.00"
371,7,9,15,26,27,42,18,"1,524,130,543.00","61,315,597.00","1,480,560.00","57,266.00","5,000.00"
372,8,11,14,16,18,21,13,"1,192,593,200.00","48,348,373.00","1,307,668.00","57,186.00","5,000.00"
373,15,26,37,42,43,45,9,"2,791,801,125.00","64,179,337.00","1,666,250.00","64,559.00","5,000.00"
374,11,13,15,17,25,34,26,"5,528,717,850.00","68,255,776.00","1,318,245.00","52,816.00","5,000.00"
375,4,8,19,25,27,45,7,"1,581,284,058.00","43,924,558.00","1,442,402.00","56,807.00","5,000.00"
376,1,11,13,24,28,40,7,"1,956,915,800.00","38,370,899.00","1,386,900.00","56,355.00","5,000.00"
377,6,22,29,37,43,45,23,"3,912,085,400.00","88,911,032.00","1,632,757.00","66,608.00","5,000.00"
378,5,22,29,31,34,39,43,"2,317,698,240.00","64,380,507.00","1,718,341.00","64,659.00","5,000.00"
379,6,10,22,31,35,40,19,"1,598,999,786.00","26,274,645.00","1,390,090.00","60,096.00","5,000.00"
380,1,2,8,17,26,37,27,"2,684,274,825.00","42,607,537.00","1,222,348.00","46,132.00","5,000.00"
381,1,5,10,12,16,20,11,"565,738,895.00","28,895,267.00","904,345.00","43,632.00","5,000.00"
382,10,15,22,24,27,42,19,"1,846,674,900.00","57,708,591.00","1,523,660.00","59,315.00","5,000.00"
383,4,15,28,33,37,40,25,"3,596,522,100.00","64,223,609.00","1,437,459.00","59,423.00","5,000.00"
384,11,22,24,32,36,38,7,"3,658,734,200.00","44,618,710.00","1,505,652.00","58,927.00","5,000.00"
385,7,12,19,21,29,32,9,"1,542,032,700.00","49,973,282.00","1,456,712.00","57,944.00","5,000.00"
386,4,7,10,19,31,40,26,"1,042,953,330.00","29,461,959.00","1,032,832.00","48,150.00","5,000.00"
387,1,26,31,34,40,43,20,"2,675,533,500.00","68,603,424.00","1,515,454.00","61,385.00","5,000.00"
388,1,8,9,17,29,32,45,"2,545,543,875.00","56,567,642.00","1,337,297.00","55,211.00","5,000.00"
389,7,16,18,20,23,26,3,"2,119,027,020.00","49,051,552.00","1,409,303.00","58,088.00","5,000.00"
390,16,17,28,37,39,40,15,"10,373,997,900.00","46,729,721.00","1,590,617.00","61,934.00","5,000.00"
391,10,11,18,22,28,39,30,"10,508,749,800.00","54,733,072.00","1,309,992.00","57,611.00","5,000.00"
392,1,3,7,8,24,42,43,"1,713,528,700.00","57,117,624.00","1,139,315.00","46,358.00","5,000.00"
393,9,16,28,40,41,43,21,"1,362,003,975.00","51,885,866.00","1,694,035.00","64,915.00","5,000.00"
394,1,13,20,22,25,28,15,"10,654,349,100.00","53,809,844.00","1,474,855.00","63,081.00","5,000.00"
395,11,15,20,26,31,35,7,"1,534,635,000.00","42,628,750.00","1,260,851.00","55,718.00","5,000.00"
396,18,20,31,34,40,45,30,"5,296,622,400.00","51,927,671.00","1,468,836.00","57,336.00","5,000.00"
397,12,13,17,22,25,33,8,"3,499,519,700.00","56,443,867.00","1,280,937.00","52,265.00","5,000.00"
398,10,15,20,23,42,44,7,"2,680,625,550.00","57,647,862.00","1,607,090.00","62,263.00","5,000.00"
399,1,2,9,17,19,42,20,"1,276,854,975.00","42,561,833.00","1,164,483.00","44,222.00","5,000.00"
400,9,21,27,34,41,43,2,"2,669,834,325.00","59,329,652.00","1,419,370.00","60,192.00","5,000.00"
401,6,12,18,31,38,43,9,"1,168,214,792.00","60,424,904.00","1,293,227.00","50,000.00","5,000.00"
402,5,9,15,19,22,36,32,"2,662,206,188.00","43,287,906.00","1,396,385.00","50,000.00","5,000.00"
403,10,14,22,24,28,37,26,"2,122,396,875.00","41,131,723.00","1,338,883.00","50,000.00","5,000.00"
404,5,20,21,24,33,40,36,"3,566,659,375.00","68,589,604.00","1,400,888.00","50,000.00","5,000.00"
405,1,2,10,25,26,44,4,"3,543,878,000.00","50,626,829.00","1,381,091.00","50,000.00","5,000.00"
406,7,12,21,24,27,36,45,"2,156,142,450.00","54,448,042.00","1,246,038.00","50,000.00","5,000.00"
407,6,7,13,16,24,25,1,"1,649,707,286.00","71,283,649.00","1,517,870.00","50,000.00","5,000.00"
408,9,20,21,22,30,37,16,"2,235,375,825.00","56,448,885.00","1,497,439.00","50,000.00","5,000.00"
409,6,9,21,31,32,40,38,"2,896,989,750.00","53,647,959.00","1,463,127.00","50,000.00","5,000.00"
410,1,3,18,32,40,41,16,"1,249,335,709.00","50,648,745.00","1,438,223.00","50,000.00","5,000.00"
411,11,14,22,35,37,39,5,"953,227,563.00","52,957,087.00","1,446,476.00","50,000.00","5,000.00"
412,4,7,39,41,42,45,40,"1,656,199,822.00","56,830,387.00","1,579,913.00","50,000.00","5,000.00"
413,2,9,15,23,34,40,3,"2,814,673,500.00","52,123,584.00","1,493,989.00","50,000.00","5,000.00"
414,2,14,15,22,23,44,43,"11,703,832,500.00","55,732,536.00","1,598,885.00","50,000.00","5,000.00"
415,7,17,20,26,30,40,24,"1,334,182,407.00","50,825,997.00","1,120,927.00","50,000.00","5,000.00"
416,5,6,8,11,22,26,44,"1,072,037,100.00","55,835,266.00","1,190,359.00","50,000.00","5,000.00"
417,4,5,14,20,22,43,44,"2,818,329,938.00","55,261,372.00","1,590,929.00","50,000.00","5,000.00"
418,11,13,15,26,28,34,31,"1,435,649,766.00","41,613,037.00","1,454,560.00","50,000.00","5,000.00"
419,2,11,13,14,28,30,7,"3,796,490,750.00","57,522,588.00","1,589,821.00","50,000.00","5,000.00"
420,4,9,10,29,31,34,27,"1,424,856,375.00","54,280,243.00","1,600,513.00","50,000.00","5,000.00"
421,6,11,26,27,28,44,30,"2,321,144,325.00","53,730,193.00","1,607,887.00","50,000.00","5,000.00"
422,8,15,19,21,34,44,12,"2,205,251,375.00","105,011,971.00","1,705,531.00","50,000.00","5,000.00"
423,1,17,27,28,29,40,5,"3,896,153,875.00","41,448,446.00","1,360,389.00","50,000.00","5,000.00"
424,10,11,26,31,34,44,30,"1,109,480,813.00","36,257,543.00","1,096,759.00","50,000.00","5,000.00"
425,8,10,14,27,33,38,3,"1,534,833,000.00","49,913,269.00","1,577,829.00","50,000.00","5,000.00"
426,4,17,18,27,39,43,19,"3,057,233,625.00","32,351,679.00","1,393,135.00","50,000.00","5,000.00"
427,6,7,15,24,28,30,21,"12,571,445,625.00","63,492,150.00","1,480,736.00","50,000.00","5,000.00"
428,12,16,19,22,37,40,8,"1,437,683,209.00","71,884,161.00","1,375,335.00","50,000.00","5,000.00"
429,3,23,28,34,39,42,16,"1,485,904,709.00","60,239,381.00","1,604,649.00","50,000.00","5,000.00"
430,1,3,16,18,30,34,44,"1,611,763,219.00","47,755,948.00","1,483,104.00","50,000.00","5,000.00"
431,18,22,25,31,38,45,6,"1,268,434,013.00","49,164,110.00","1,581,195.00","50,000.00","5,000.00"
432,2,3,5,11,27,39,33,"2,299,427,550.00","39,920,618.00","1,096,846.00","50,000.00","5,000.00"
433,19,23,29,33,35,43,27,"1,182,294,410.00","52,866,824.00","1,696,041.00","50,000.00","5,000.00"
434,3,13,20,24,33,37,35,"1,480,060,266.00","53,335,506.00","1,056,998.00","50,000.00","5,000.00"
435,8,16,26,30,38,45,42,"1,287,550,013.00","69,223,119.00","1,504,851.00","50,000.00","5,000.00"
436,9,14,20,22,33,34,28,"1,512,266,579.00","45,826,260.00","1,414,987.00","50,000.00","5,000.00"
437,11,16,29,38,41,44,21,"2,096,245,438.00","63,522,590.00","1,630,051.00","50,000.00","5,000.00"
438,6,12,20,26,29,38,45,"1,377,142,167.00","50,383,250.00","1,585,352.00","50,000.00","5,000.00"
439,17,20,30,31,37,40,25,"1,900,077,375.00","57,578,103.00","1,322,253.00","50,000.00","5,000.00"
440,10,22,28,34,36,44,2,"1,995,873,000.00","48,679,830.00","1,335,033.00","50,000.00","5,000.00"
441,1,23,28,30,34,35,9,"3,170,417,063.00","50,324,081.00","1,875,432.00","50,000.00","5,000.00"
442,25,27,29,36,38,40,41,"1,413,413,042.00","78,522,947.00","1,668,073.00","50,000.00","5,000.00"
443,4,6,10,19,20,44,14,"1,327,597,584.00","48,570,644.00","1,193,883.00","50,000.00","5,000.00"
444,11,13,23,35,43,45,17,"4,154,188,625.00","79,888,243.00","1,635,508.00","50,000.00","5,000.00"
445,13,20,21,30,39,45,32,"1,791,683,036.00","74,653,460.00","1,766,946.00","50,000.00","5,000.00"
446,1,11,12,14,26,35,6,"4,051,247,625.00","49,405,459.00","1,473,181.00","50,000.00","5,000.00"
447,2,7,8,9,17,33,34,"2,657,941,125.00","57,160,025.00","1,029,612.00","50,000.00","5,000.00"
448,3,7,13,27,40,41,36,"4,026,212,750.00","57,517,325.00","1,415,687.00","50,000.00","5,000.00"
449,3,10,20,26,35,43,36,"4,059,715,250.00","52,047,632.00","1,567,458.00","50,000.00","5,000.00"
450,6,14,19,21,23,31,13,"1,990,391,625.00","58,540,931.00","1,475,458.00","50,000.00","5,000.00"
451,12,15,20,24,30,38,29,"882,138,952.00","61,654,873.00","1,185,671.00","50,000.00","5,000.00"
452,8,10,18,30,32,34,27,"1,276,902,000.00","39,903,188.00","1,475,619.00","50,000.00","5,000.00"
453,12,24,33,38,40,42,30,"2,262,732,375.00","52,378,065.00","1,335,419.00","50,000.00","5,000.00"
454,13,25,27,34,38,41,10,"1,609,125,590.00","43,658,447.00","1,343,818.00","50,000.00","5,000.00"
455,4,19,20,26,30,35,24,"1,635,711,483.00","59,635,315.00","1,317,908.00","50,000.00","5,000.00"
456,1,7,12,18,23,27,44,"1,598,505,054.00","47,818,528.00","1,154,037.00","50,000.00","5,000.00"
457,8,10,18,23,27,40,33,"1,159,902,825.00","41,131,306.00","1,283,647.00","50,000.00","5,000.00"
458,4,9,10,32,36,40,18,"1,608,812,625.00","41,251,606.00","1,496,918.00","50,000.00","5,000.00"
459,4,6,10,14,25,40,12,"1,655,842,233.00","41,995,999.00","1,260,977.00","50,000.00","5,000.00"
460,8,11,28,30,43,45,41,"3,180,895,782.00","70,686,573.00","1,622,493.00","50,000.00","5,000.00"
461,11,18,26,31,37,40,43,"1,948,674,875.00","60,896,090.00","1,134,931.00","50,000.00","5,000.00"
462,3,20,24,32,37,45,4,"1,483,559,297.00","50,719,976.00","1,418,996.00","50,000.00","5,000.00"
463,23,29,31,33,34,44,40,0.00,"54,687,384.00","1,613,584.00","50,000.00","5,000.00"
464,6,12,15,34,42,44,4,"3,355,721,106.00","67,273,025.00","1,668,457.00","50,000.00","5,000.00"
465,1,8,11,13,22,38,31,"1,923,662,893.00","48,788,552.00","1,295,023.00","50,000.00","5,000.00"
466,4,10,13,23,32,44,20,"1,530,313,459.00","41,735,822.00","1,314,703.00","50,000.00","5,000.00"
467,2,12,14,17,24,40,39,"1,435,441,084.00","65,247,322.00","1,188,936.00","50,000.00","5,000.00"
468,8,13,15,28,37,43,17,"1,527,197,167.00","69,418,054.00","1,572,269.00","50,000.00","5,000.00"
469,4,21,22,34,37,38,33,"3,330,131,250.00","67,275,379.00","1,738,519.00","50,000.00","5,000.00"
470,10,16,20,39,41,42,27,"4,333,330,625.00","80,246,864.00","1,558,753.00","50,000.00","5,000.00"
471,6,13,29,37,39,41,43,"1,939,332,858.00","75,418,500.00","1,856,075.00","50,000.00","5,000.00"
472,16,25,26,31,36,43,44,"1,809,656,090.00","91,794,150.00","1,561,587.00","50,000.00","5,000.00"
473,8,13,20,22,23,36,34,"3,250,418,063.00","60,192,928.00","1,650,378.00","50,000.00","5,000.00"
474,4,13,18,31,33,45,43,"936,690,800.00","48,785,980.00","1,347,369.00","50,000.00","5,000.00"
475,1,9,14,16,21,29,3,"1,693,923,047.00","68,441,336.00","1,519,896.00","50,000.00","5,000.00"
476,9,12,13,15,37,38,27,"3,439,851,469.00","67,448,069.00","1,772,206.00","50,000.00","5,000.00"
477,14,25,29,32,33,45,37,"1,919,011,829.00","77,535,832.00","1,735,877.00","50,000.00","5,000.00"
478,18,29,30,37,39,43,8,"987,224,759.00","65,814,984.00","1,792,627.00","50,000.00","5,000.00"
479,8,23,25,27,35,44,24,"2,233,046,500.00","65,677,839.00","1,607,665.00","50,000.00","5,000.00"
480,3,5,10,17,30,31,16,"2,996,742,282.00","39,956,564.00","1,007,478.00","50,000.00","5,000.00"
481,3,4,23,29,40,41,20,"4,639,355,750.00","68,225,820.00","1,792,642.00","50,000.00","5,000.00"
482,1,10,16,24,25,35,43,"1,897,921,179.00","73,808,046.00","1,350,971.00","50,000.00","5,000.00"
483,12,15,19,22,28,34,5,"2,567,196,675.00","40,364,728.00","1,134,322.00","50,000.00","5,000.00"
484,1,3,27,28,32,45,11,"2,305,303,063.00","72,040,721.00","1,716,533.00","50,000.00","5,000.00"
485,17,22,26,27,36,39,20,"1,501,474,917.00","68,248,860.00","1,601,859.00","50,000.00","5,000.00"
486,1,2,23,25,38,40,43,"1,008,634,125.00","75,357,722.00","1,455,946.00","50,000.00","5,000.00"
487,4,8,25,27,37,41,21,"1,638,830,766.00","47,502,342.00","1,376,880.00","50,000.00","5,000.00"
488,2,8,17,30,31,38,25,"1,330,393,575.00","67,191,595.00","1,648,567.00","50,000.00","5,000.00"
489,2,4,8,15,20,27,11,"2,106,360,625.00","40,506,936.00","1,369,546.00","50,000.00","5,000.00"
490,2,7,26,29,40,43,42,"1,860,234,161.00","74,837,007.00","1,599,318.00","50,000.00","5,000.00"
491,8,17,35,36,39,42,4,"3,304,634,438.00","71,067,408.00","1,619,919.00","50,000.00","5,000.00"
492,22,27,31,35,37,40,42,"2,493,013,800.00","51,937,788.00","1,448,753.00","50,000.00","5,000.00"
493,20,22,26,33,36,37,25,"1,451,120,334.00","80,617,797.00","1,621,968.00","50,000.00","5,000.00"
494,5,7,8,15,30,43,22,"1,054,588,407.00","52,729,421.00","1,370,486.00","50,000.00","5,000.00"
495,4,13,22,27,34,44,6,"2,111,645,000.00","47,991,932.00","1,346,713.00","50,000.00","5,000.00"
496,4,13,20,29,36,41,39,"3,285,932,250.00","47,622,207.00","1,577,122.00","50,000.00","5,000.00"
